id,name,artist,album,release_date,duration_ms,genres,popularity,explicit,description,Unnamed: 10,tagged_description
18lR4BzEs7e3qzc0KVkTpU,What I've Done,Linkin Park,Minutes to Midnight,2007-05-14,205226,"alternative metal, nu metal, rap metal, rock",85,False,"Powerful, dramatic rock. Intense, regretful, and cathartic—invites headbanging and energetic release.",,"18lR4BzEs7e3qzc0KVkTpU Powerful, dramatic rock. Intense, regretful, and cathartic—invites headbanging and energetic release."
0U1CGHIqvoWbgCX5x4tKs6,Nazar,Faris Shafi,Nazar,2020-02-08,300356,"desi, desi hip hop, hindi hip hop, punjabi hip hop",43,True,"Moody, poetic desi hip hop. Reflective, gritty, and introspective—more for thinking than dancing.",,"0U1CGHIqvoWbgCX5x4tKs6 Moody, poetic desi hip hop. Reflective, gritty, and introspective—more for thinking than dancing."
70LcF31zb1H0PyJoS1Sx1r,Creep,Radiohead,Pablo Honey,1993-02-22,238640,"alternative rock, art rock",92,True,"Haunting alt-rock classic. Vulnerable, raw, and angsty—makes you want to wallow, reflect, and sing along late at night. Not danceable; pure catharsis.",,"70LcF31zb1H0PyJoS1Sx1r Haunting alt-rock classic. Vulnerable, raw, and angsty—makes you want to wallow, reflect, and sing along late at night. Not danceable; pure catharsis."
4pOpFaTsTgpfGpC3KX3Llr,Saeein,Junoon,Inquilaab,1996-01-01,331459,"desi, desi pop, hindi indie, indian indie, qawwali, sufi",26,False,"Epic, spiritual Sufi rock. Transcendent, powerful, and hypnotic—makes you feel uplifted and introspective. Not for dancing; perfect for soulful immersion.",,"4pOpFaTsTgpfGpC3KX3Llr Epic, spiritual Sufi rock. Transcendent, powerful, and hypnotic—makes you feel uplifted and introspective. Not for dancing; perfect for soulful immersion."
3d3u8dnAqIcAz9Vq7HAEkn,Bob's Beat,"WDL, mawe",No Wings Airline,2017-04-07,203282,,43,False,"Chill, electronic indie pop. Breezy, mellow, and subtly groovy—great for unwinding, gentle swaying, or background ambiance.",,"3d3u8dnAqIcAz9Vq7HAEkn Chill, electronic indie pop. Breezy, mellow, and subtly groovy—great for unwinding, gentle swaying, or background ambiance."
5rpCUsEfBLIumvrxrahnKF,Wishes,"Hasan Raheem, Umair, Talwiinder","Maybe, It's Love",2023-09-02,218400,"desi, desi hip hop, desi pop, hindi hip hop, hindi indie, indian indie, punjabi hip hop, punjabi pop",75,False,"Dreamy, desi indie pop. Hopeful, soft, and romantic—invites gentle swaying and emotional daydreams.",,"5rpCUsEfBLIumvrxrahnKF Dreamy, desi indie pop. Hopeful, soft, and romantic—invites gentle swaying and emotional daydreams."
3bQsp4Vr9Rg4fNCx6HPOgX,Alag Aasmaan,Anuv Jain,Alag Aasmaan,2020-07-31,212750,"hindi indie, hindi pop, indian indie",74,False,"Uplifting indie pop. Optimistic, reflective, and light—makes you want to look at the sky and start over. Not danceable; good for peaceful walks.",,"3bQsp4Vr9Rg4fNCx6HPOgX Uplifting indie pop. Optimistic, reflective, and light—makes you want to look at the sky and start over. Not danceable; good for peaceful walks."
2giDJGNEs2lBKYp9yMy6g3,Juro Gey To Jano Gey,Atif Aslam,Juro Gey To Jano Gey,2023-10-16,158171,"bollywood, desi, hindi pop, qawwali, sufi",26,False,"Soulful, emotional ballad. Vulnerable and expressive—perfect for late-night reflection and longing. Not danceable.",,"2giDJGNEs2lBKYp9yMy6g3 Soulful, emotional ballad. Vulnerable and expressive—perfect for late-night reflection and longing. Not danceable."
4r2zqSABrEZUTqDpqHeKfm,Victoria - 2019 Remaster,The Kinks,Arthur or the Decline and Fall of the British Empire (Deluxe),2019-10-25,219344,"baroque pop, proto-punk",0,False,"Energetic, vintage rock. Upbeat, cheeky, and anthemic—makes you want to tap your feet and feel nostalgic.",,"4r2zqSABrEZUTqDpqHeKfm Energetic, vintage rock. Upbeat, cheeky, and anthemic—makes you want to tap your feet and feel nostalgic."
6TCmU4U7Ooqep96bnYx5lH,Sweet Tooth,Cavetown,Sleepyhead,2020-03-27,246250,bedroom pop,61,False,"Tender bedroom pop. Sweet, vulnerable, and comforting—perfect for chill nights and gentle self-soothing.",,"6TCmU4U7Ooqep96bnYx5lH Tender bedroom pop. Sweet, vulnerable, and comforting—perfect for chill nights and gentle self-soothing."
6MZyrnqwsLnrWY5Gk0AyXg,Farq hai,Suzonn,Farq hai,2020-11-26,184090,"hindi indie, indian indie",65,False,"Melancholic indie pop. Honest, soft, and introspective—best for late-night thinking or unwinding.",,"6MZyrnqwsLnrWY5Gk0AyXg Melancholic indie pop. Honest, soft, and introspective—best for late-night thinking or unwinding."
5mYn55z326SqeTldROFi0K,"Taarif Karoon Kya Uski (From ""Brahmachari"")",Mohammed Rafi,Memoirically - Mohammed Rafi,2018-04-24,326666,"bollywood, ghazal, hindi pop",40,False,"A classic Bollywood romantic tune, exuding charm and admiration. The melodic flow and expressive lyrics evoke feelings of nostalgia and warmth.",,"5mYn55z326SqeTldROFi0K A classic Bollywood romantic tune, exuding charm and admiration. The melodic flow and expressive lyrics evoke feelings of nostalgia and warmth."
10nyNJ6zNy2YVYLrcwLccB,No Surprises,Radiohead,OK Computer,1997-05-28,229120,"alternative rock, art rock",87,False,"Delicate, melancholic alt-rock. Calm, haunting, and beautifully resigned—best for introspective moments, not for dancing.",,"10nyNJ6zNy2YVYLrcwLccB Delicate, melancholic alt-rock. Calm, haunting, and beautifully resigned—best for introspective moments, not for dancing."
2LawezPeJhN4AWuSB0GtAU,Have You Ever Seen The Rain,Creedence Clearwater Revival,Pendulum (Expanded Edition),1970-12-07,160133,"classic rock, country rock, southern rock",87,False,"Classic rock staple. Warm, nostalgic, and singalong-friendly—makes you want to sway, reminisce, and feel hopeful.",,"2LawezPeJhN4AWuSB0GtAU Classic rock staple. Warm, nostalgic, and singalong-friendly—makes you want to sway, reminisce, and feel hopeful."
4n34zqoN6lSHqifMDAM4uU,Akhiyan Udeekdiyan,Nusrat Fateh Ali Khan,Ustad Nusrat Fateh Ali Khan,2018-08-02,978164,"ghazal, qawwali, sufi",42,False,"Soul-stirring qawwali. Yearning, devotional, and deeply moving—perfect for emotional immersion, not dancing.",,"4n34zqoN6lSHqifMDAM4uU Soul-stirring qawwali. Yearning, devotional, and deeply moving—perfect for emotional immersion, not dancing."
5wjmqUGN7vrAqFqDWrywlZ,Midnight Memories,One Direction,Midnight Memories (Deluxe),2013-11-25,176320,,69,False,"Upbeat, nostalgic pop-rock. Fun, energetic, and youthful—makes you want to dance and reminisce.",,"5wjmqUGN7vrAqFqDWrywlZ Upbeat, nostalgic pop-rock. Fun, energetic, and youthful—makes you want to dance and reminisce."
4cluDES4hQEUhmXj6TXkSo,What Makes You Beautiful,One Direction,Up All Night,2012-05-25,199986,,87,False,"Infectious, feel-good pop. Flirty, energetic, and highly danceable—guaranteed to make you smile and move.",,"4cluDES4hQEUhmXj6TXkSo Infectious, feel-good pop. Flirty, energetic, and highly danceable—guaranteed to make you smile and move."
7DD7eSuYSC5xk2ArU62esN,Help! - Remastered 2009,The Beatles,Help! (Remastered),1965-08-06,139560,"classic rock, psychedelic rock",72,False,"Playful, whimsical classic rock. Light, happy, and nostalgic—invites gentle swaying and smiles.",,"7DD7eSuYSC5xk2ArU62esN Playful, whimsical classic rock. Light, happy, and nostalgic—invites gentle swaying and smiles."
02FJNRUlB28e1F0R9uP2s1,"Ob-La-Di, Ob-La-Da - 2018 Mix",The Beatles,The Beatles,2018-11-09,188813,"classic rock, psychedelic rock",48,False,"Playful, lighthearted pop. Whimsical, carefree, and charming—makes you want to dance and grin.",,"02FJNRUlB28e1F0R9uP2s1 Playful, lighthearted pop. Whimsical, carefree, and charming—makes you want to dance and grin."
3z2ngCk1Us5E0DtNGczXwJ,Happiness Is A Warm Gun - 2018 Mix,The Beatles,The Beatles,2018-11-09,164520,"classic rock, psychedelic rock",42,False,"Surreal, shifting rock. Dark, experimental, and intriguing—more for deep listening than dancing.",,"3z2ngCk1Us5E0DtNGczXwJ Surreal, shifting rock. Dark, experimental, and intriguing—more for deep listening than dancing."
25yQPHgC35WNnnOUqFhgVR,Lucy In The Sky With Diamonds - Remastered 2009,The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remastered),1967-06-01,208466,"classic rock, psychedelic rock",69,False,"Psychedelic, dreamy pop. Whimsical, colorful, and surreal—perfect for daydreaming and gentle swaying.",,"25yQPHgC35WNnnOUqFhgVR Psychedelic, dreamy pop. Whimsical, colorful, and surreal—perfect for daydreaming and gentle swaying."
0CaBBQsaAiRHhiLmzi7ZRp,Two Of Us - Remastered 2009,The Beatles,Let It Be (Remastered),1970-05-08,216813,"classic rock, psychedelic rock",59,False,"A gentle folk-rock ballad reflecting companionship and shared memories. Its acoustic arrangement and harmonious vocals create a soothing, introspective atmosphere.",,"0CaBBQsaAiRHhiLmzi7ZRp A gentle folk-rock ballad reflecting companionship and shared memories. Its acoustic arrangement and harmonious vocals create a soothing, introspective atmosphere."
6EOKwO6WaLal58MSsi6U4W,Eleanor Rigby,The Beatles,Yellow Submarine Songtrack,2014-01-01,125226,"classic rock, psychedelic rock",63,False,"Haunting, orchestral pop. Melancholic, reflective, and striking—best for contemplation, not movement.",,"6EOKwO6WaLal58MSsi6U4W Haunting, orchestral pop. Melancholic, reflective, and striking—best for contemplation, not movement."
5Z3Rd1fMcaty8g5Pn7yhBQ,The Continuing Story Of Bungalow Bill - Remastered 2009,The Beatles,The Beatles (Remastered),1968-11-22,194160,"classic rock, psychedelic rock",54,False,"Playful, narrative pop. Quirky, catchy, and fun—invites light-hearted listening and smiles.",,"5Z3Rd1fMcaty8g5Pn7yhBQ Playful, narrative pop. Quirky, catchy, and fun—invites light-hearted listening and smiles."
6tQvjqDIK9GXWIC6mejms8,Girl - Remastered 2009,The Beatles,Rubber Soul (Remastered 2009),1965-12-03,151720,"classic rock, psychedelic rock",66,False,"Playful, whimsical classic rock. Light, happy, and nostalgic—invites gentle swaying and smiles.",,"6tQvjqDIK9GXWIC6mejms8 Playful, whimsical classic rock. Light, happy, and nostalgic—invites gentle swaying and smiles."
5KGLcZLBCAqdPP6sa5zLYs,Revolution,The Beatles,Love,2006-11-17,203619,"classic rock, psychedelic rock",44,False,"Energetic, rebellious rock. Bold, gritty, and anthemic—makes you want to move and feel empowered.",,"5KGLcZLBCAqdPP6sa5zLYs Energetic, rebellious rock. Bold, gritty, and anthemic—makes you want to move and feel empowered."
5ZBeML7Lf3FMEVviTyvi8l,Twist And Shout - Remastered 2009,The Beatles,Please Please Me (Remastered),1963-03-22,155226,"classic rock, psychedelic rock",78,False,An energetic rock 'n' roll classic that compels listeners to dance. Its raw vocals and lively rhythm embody youthful exuberance and fun.,,5ZBeML7Lf3FMEVviTyvi8l An energetic rock 'n' roll classic that compels listeners to dance. Its raw vocals and lively rhythm embody youthful exuberance and fun.
2RnPATK99oGOZygnD2GTO6,With A Little Help From My Friends - Remastered 2009,The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remastered),1967-06-01,164106,"classic rock, psychedelic rock",67,False,"Warm, friendly pop. Uplifting, communal, and singalong-ready—perfect for gatherings and feeling connected.",,"2RnPATK99oGOZygnD2GTO6 Warm, friendly pop. Uplifting, communal, and singalong-ready—perfect for gatherings and feeling connected."
1hgvykolO4kBIEozATmpyj,If I Fell - Remastered 2009,The Beatles,A Hard Day's Night (Remastered),1964-07-10,139466,"classic rock, psychedelic rock",67,False,"A tender love song with intricate harmonies, exploring vulnerability and trust. Its soft melody invites contemplation and emotional connection.",,"1hgvykolO4kBIEozATmpyj A tender love song with intricate harmonies, exploring vulnerability and trust. Its soft melody invites contemplation and emotional connection."
1tdltVUBkiBCW1C3yB4zyD,Yellow Submarine,The Beatles,Yellow Submarine Songtrack,2014-01-01,159160,"classic rock, psychedelic rock",63,False,"Whimsical, fun pop. Childlike, cheerful, and catchy—makes you want to sing along and smile.",,"1tdltVUBkiBCW1C3yB4zyD Whimsical, fun pop. Childlike, cheerful, and catchy—makes you want to sing along and smile."
1raiIrqaqRAqZmQWZlLuBd,Lady Madonna - Remastered 2015,The Beatles,1 (Remastered),2000-11-13,136826,"classic rock, psychedelic rock",53,False,A boogie-woogie inspired track celebrating hardworking women. Its upbeat piano and catchy rhythm make it danceable and spirited.,,1raiIrqaqRAqZmQWZlLuBd A boogie-woogie inspired track celebrating hardworking women. Its upbeat piano and catchy rhythm make it danceable and spirited.
3Am0IbOxmvlSXro7N5iSfZ,Strawberry Fields Forever - Remastered 2009,The Beatles,Magical Mystery Tour (Remastered),1967-11-27,247320,"classic rock, psychedelic rock",72,False,"Psychedelic, dreamy rock. Surreal, nostalgic, and immersive—great for introspection and daydreaming.",,"3Am0IbOxmvlSXro7N5iSfZ Psychedelic, dreamy rock. Surreal, nostalgic, and immersive—great for introspection and daydreaming."
3gwRWIbr5ycEVLIAXrWaw7,I've Got A Feeling - Remastered 2009,The Beatles,Let It Be (Remastered),1970-05-08,217560,"classic rock, psychedelic rock",58,False,A fusion of rock and blues expressing emotional highs and lows. Its dynamic structure and passionate delivery evoke a sense of catharsis.,,3gwRWIbr5ycEVLIAXrWaw7 A fusion of rock and blues expressing emotional highs and lows. Its dynamic structure and passionate delivery evoke a sense of catharsis.
5J2CHimS7dWYMImCHkEFaJ,A Hard Day's Night - Remastered 2009,The Beatles,A Hard Day's Night (Remastered),1964-07-10,154200,"classic rock, psychedelic rock",70,False,A vibrant rock tune capturing the relief of returning home after work. Its jangly guitar and lively tempo encourage dancing and joy.,,5J2CHimS7dWYMImCHkEFaJ A vibrant rock tune capturing the relief of returning home after work. Its jangly guitar and lively tempo encourage dancing and joy.
0vZ97gHhemKm6c64hTfJNA,"Hello, Goodbye - Remastered 2009",The Beatles,Magical Mystery Tour (Remastered),1967-11-27,208840,"classic rock, psychedelic rock",65,False,"A playful pop song about contradictions and communication. Its cheerful melody and repetitive lyrics create an infectious, dance-friendly vibe.",,"0vZ97gHhemKm6c64hTfJNA A playful pop song about contradictions and communication. Its cheerful melody and repetitive lyrics create an infectious, dance-friendly vibe."
54i9EEnoUyvgTaKLeqYCU6,Najane Kyun,Strings,Dhaani,2003-09-01,305040,"desi, desi pop, hindi indie, indian indie, sufi",37,False,"Melodic, nostalgic pop-rock. Emotional and reflective—best for reminiscing rather than dancing.",,"54i9EEnoUyvgTaKLeqYCU6 Melodic, nostalgic pop-rock. Emotional and reflective—best for reminiscing rather than dancing."
2fxej3sTBAIyrJfObGrDHI,Mera Bichraa Yaar,Strings,Dhaani,2003-09-01,291840,"desi, desi pop, hindi indie, indian indie, sufi",41,False,"Poignant, heartfelt indie pop. Melancholic and soothing—perfect for quiet nights and sentimental moments.",,"2fxej3sTBAIyrJfObGrDHI Poignant, heartfelt indie pop. Melancholic and soothing—perfect for quiet nights and sentimental moments."
6BrMEbPSSj55nQhkgf6DnE,"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",The Smiths,Hatful of Hollow,1984,112706,"jangle pop, madchester, new wave",78,False,"Melancholic, gentle indie pop. Yearning and vulnerable—ideal for introspection and emotional comfort.",,"6BrMEbPSSj55nQhkgf6DnE Melancholic, gentle indie pop. Yearning and vulnerable—ideal for introspection and emotional comfort."
10lUw3hISIZLthl9SPdFhH,Nadiya,Jimmy Khan,Singles,2020-02-18,206053,"desi, hindi indie, indian indie, sufi",18,False,"Playful, folky indie pop. Light, breezy, and fresh—great for relaxed moods and gentle swaying.",,"10lUw3hISIZLthl9SPdFhH Playful, folky indie pop. Light, breezy, and fresh—great for relaxed moods and gentle swaying."
1Z5VChUN6o9egpSP6lmTxQ,Lal Meri Pat,Junoon,Azadi,1997-08-14,321146,"desi, desi pop, hindi indie, indian indie, qawwali, sufi",31,False,"Epic, spiritual Sufi rock. Powerful, uplifting, and trance-like—invites emotional and cultural immersion.",,"1Z5VChUN6o9egpSP6lmTxQ Epic, spiritual Sufi rock. Powerful, uplifting, and trance-like—invites emotional and cultural immersion."
4sRcdrQrFilYpMIybCwgKU,Yeh Jism,Ali Azmat,Jism 2,2012-07-06,230640,"qawwali, sufi",63,False,"Intense, soulful rock. Passionate and dramatic—perfect for deep reflection or cathartic release.",,"4sRcdrQrFilYpMIybCwgKU Intense, soulful rock. Passionate and dramatic—perfect for deep reflection or cathartic release."
46elU7IBKWf55D5sjHGqO7,Dil Dhadakne Do,"Joi Barua, Suraj Jagan",Zindagi Na Milegi Dobara,2011-06-06,230318,"bollywood, desi, hindi pop",62,False,"Upbeat, energetic Bollywood pop. Fun, catchy, and motivating—makes you want to dance and celebrate.",,"46elU7IBKWf55D5sjHGqO7 Upbeat, energetic Bollywood pop. Fun, catchy, and motivating—makes you want to dance and celebrate."
7rbECVPkY5UODxoOUVKZnA,I Wonder,Kanye West,Graduation,2007-09-11,243440,rap,85,True,"Moody, introspective rap. Reflective, soulful, and motivating—more for head-nodding thought than dancing.",,"7rbECVPkY5UODxoOUVKZnA Moody, introspective rap. Reflective, soulful, and motivating—more for head-nodding thought than dancing."
1Eb90nmqTrxylKFhcUzW8P,(Everything I Do) I Do It For You,Bryan Adams,Waking Up The Neighbours,1991-09-24,393640,,80,False,"Romantic, heartfelt ballad. Emotional, sincere, and timeless—perfect for slow dancing and declarations of love.",,"1Eb90nmqTrxylKFhcUzW8P Romantic, heartfelt ballad. Emotional, sincere, and timeless—perfect for slow dancing and declarations of love."
0EMYTe2oQy70PCKPQFlbVy,Voh Dekhnay Mein,Ali Zafar,"London, Paris, New York (Original Motion Picture Soundtrack)",2012-01-30,272453,"bollywood, desi, desi pop, ghazal, qawwali, sufi",57,False,"Gentle, poetic Bollywood pop. Dreamy, romantic, and sweet—ideal for relaxing and feeling sentimental.",,"0EMYTe2oQy70PCKPQFlbVy Gentle, poetic Bollywood pop. Dreamy, romantic, and sweet—ideal for relaxing and feeling sentimental."
